GEOID,scag_coverage_pct,scag_parcel_count,lac_coverage_pct,lac_parcel_count,coverage_diff
060375703041,6.4,15,9.96,26,3.5600000000000005
060375703042,2.94,13,4.5,28,1.56
060375703043,1.51,4,4.17,12,2.66
060375703051,0.0,0,30.85,3,30.85
060375703052,9.8,4,17.08,8,7.279999999999998
060375703061,0.72,2,2.17,8,1.45
060375703062,4.5,9,7.51,11,3.01
060375704021,0.57,5,8.93,22,8.36
060375704022,2.01,3,4.78,7,2.7700000000000005
060375704023,5.64,18,6.78,27,1.1400000000000006
060375704031,2.36,2,4.35,6,1.9899999999999998
060375704032,1.5,5,15.99,14,14.49
060375704033,1.4,6,3.58,16,2.18
060375704041,0.0,0,0.1,2,0.1
060375704042,9.41,7,2.17,6,7.24
060375705021,3.64,12,4.17,15,0.5299999999999998
060375705022,7.99,28,12.09,42,4.1
060375705023,1.97,7,3.6,15,1.6300000000000001
060375705024,0.54,2,1.26,6,0.72
060375705031,4.73,11,8.37,25,3.639999999999999
060375705032,0.87,3,2.25,9,1.38
060375705041,1.3,10,1.69,14,0.3899999999999999
060375705042,2.4,12,3.27,20,0.8700000000000001
060375706011,4.38,24,5.96,37,1.58
060375706012,6.39,33,10.1,60,3.71
060375706013,1.67,5,3.5,11,1.83
060375706021,1.27,2,1.27,2,0.0
060375706022,2.69,10,3.06,12,0.3700000000000001
060375706023,8.71,22,9.3,24,0.5899999999999999
060375706024,4.63,10,7.28,15,2.6500000000000004
060375706031,1.25,6,6.8,9,5.55
060375706032,11.77,6,10.24,5,1.5299999999999994
060375706033,28.73,14,30.4,19,1.6699999999999982
060375707011,5.01,2,5.01,2,0.0
060375707012,16.89,17,19.22,21,2.3299999999999983
060375707013,0.0,0,0.0,0,0.0
060375707014,0.0,0,0.0,0,0.0
060375707015,5.07,3,10.23,10,5.16
060375707031,2.23,3,3.05,12,0.8199999999999998
060375707032,6.29,9,4.72,8,1.5700000000000003
060375708001,3.42,3,3.59,4,0.16999999999999993
060375708002,2.03,4,2.46,5,0.43000000000000016
060375708003,1.72,1,7.37,8,5.65
060375708004,3.94,3,3.94,3,0.0
060375708005,62.73,21,63.81,23,1.0800000000000054
060375709011,12.11,11,12.11,11,0.0
060375709012,9.67,3,9.67,5,0.0
060375709013,0.67,2,0.85,3,0.17999999999999994
060375709014,0.0,0,0.0,0,0.0
060375709015,5.24,1,5.24,1,0.0
060375709021,5.82,3,5.82,3,0.0
060375709022,3.12,3,4.09,5,0.9699999999999998
060375709023,2.31,2,2.9,3,0.5899999999999999
060375710001,0.75,1,0.75,1,0.0
060375710002,0.72,1,0.72,1,0.0
060375710003,4.09,4,4.0,5,0.08999999999999986
060375710004,0.0,0,0.0,0,0.0
060375710005,0.0,0,0.0,0,0.0
060375710006,0.0,0,0.0,0,0.0
060375711011,0.0,0,0.0,0,0.0
060375711012,0.0,0,0.0,0,0.0
060375711013,0.0,0,0.0,0,0.0
060375711014,2.42,5,2.42,5,0.0
060375711015,4.77,9,5.29,10,0.5200000000000005
060375711021,0.0,0,0.0,0,0.0
060375711022,18.6,6,18.6,6,0.0
060375711023,19.65,9,17.96,9,1.6899999999999977
060375711024,0.0,0,0.0,0,0.0
060375711025,0.0,0,0.0,0,0.0
060375712011,1.81,5,3.09,10,1.2799999999999998
060375712012,2.56,8,4.4,16,1.8400000000000003
060375712013,6.15,25,8.98,33,2.83
060375712014,0.0,0,0.0,0,0.0
060375712021,1.95,5,2.19,6,0.24
060375712022,0.0,0,0.0,0,0.0
060375712023,0.0,0,0.32,1,0.32
060375713001,0.65,6,0.65,6,0.0
060375713002,0.45,1,0.45,1,0.0
060375713003,0.0,0,0.0,0,0.0
060375713004,0.0,0,0.0,0,0.0
060375714001,24.71,25,19.91,23,4.800000000000001
060375714002,0.25,109,0.0,2,0.25
060375714003,2.55,3,2.55,3,0.0
060375714004,2.55,2,2.55,2,0.0
060375715021,0.0,0,0.0,0,0.0
060375715022,25.56,25,28.88,33,3.3200000000000003
060375715023,4.4,2,10.01,6,5.609999999999999
060375715024,1.33,2,1.59,3,0.26
060375715041,3.88,5,3.88,5,0.0
060375715042,100.0,115,4.77,9,95.23
060375715043,0.0,0,0.0,0,0.0
060375715044,1.06,1,1.06,1,0.0
060375715051,0.62,1,1.52,5,0.9
060375715052,1.71,3,1.82,4,0.1100000000000001
060375716001,0.28,1,0.37,2,0.08999999999999997
060375717011,1.45,19,1.87,28,0.42000000000000015
060375717012,8.63,23,17.45,46,8.819999999999999
060375717013,1.23,11,1.38,15,0.1499999999999999
060375717031,0.52,1,2.42,4,1.9
060375717032,0.0,0,0.0,0,0.0
060375717033,7.82,7,9.88,11,2.0600000000000005
060375717041,10.88,18,12.67,26,1.7899999999999991
060375717042,0.56,1,7.05,6,6.49
060375717043,0.0,0,0.0,0,0.0
060375718001,1.1,5,0.73,9,0.3700000000000001
060375718002,0.0,0,1.2,16,1.2
060375718003,7.86,23,20.22,61,12.36
060375719001,7.72,22,14.81,55,7.090000000000001
060375719002,0.39,1,1.11,3,0.7200000000000001
060375719003,11.01,13,12.9,21,1.8900000000000006
060375719004,4.14,15,5.35,19,1.21
060375720011,13.53,18,14.38,25,0.8500000000000014
060375720012,2.61,17,4.47,31,1.8599999999999999
060375720013,1.64,4,4.63,13,2.99
060375720014,5.33,28,10.91,49,5.58
060375722011,3.19,11,10.28,27,7.09
060375722012,9.56,17,17.92,51,8.360000000000001
060375722013,0.0,0,0.0,0,0.0
060375722014,0.3,1,0.3,1,0.0
060375722021,1.62,5,1.62,5,0.0
060375722022,0.23,1,0.23,1,0.0
060375722023,6.21,13,9.82,22,3.6100000000000003
060375722024,13.12,27,66.85,182,53.73
060375723011,2.38,10,4.13,17,1.75
060375723012,1.91,3,0.41,3,1.5
060375725001,0.0,0,9.15,1,9.15
060375725002,0.24,1,0.24,1,0.0
060375726001,1.05,7,1.18,8,0.1299999999999999
060375726002,3.1,8,2.98,9,0.1200000000000001
060375726003,0.7,6,0.77,7,0.07000000000000006
060375726004,1.52,1,1.52,1,0.0
060375727001,0.74,2,1.05,4,0.31000000000000005
060375727002,0.93,3,2.45,5,1.52
060375727003,5.6,6,5.8,7,0.20000000000000018
060375727004,8.65,26,9.69,31,1.0399999999999991
060375730021,15.12,17,16.63,21,1.5099999999999998
060375730022,17.93,18,21.19,31,3.2600000000000016
060375730031,0.37,1,1.65,6,1.2799999999999998
060375730041,3.66,5,9.17,11,5.51
060375730042,13.23,14,20.84,21,7.609999999999999
060375730043,2.97,6,5.94,13,2.97
060375730044,4.66,10,6.39,14,1.7299999999999995
060375731011,7.92,8,16.45,22,8.53
060375731012,9.74,14,13.71,22,3.9700000000000006
060375731013,6.92,12,13.52,27,6.6
060375731021,1.12,8,3.48,17,2.36
060375731022,1.38,12,2.67,18,1.29
060375732011,6.22,14,5.81,24,0.41000000000000014
060375732012,9.56,21,14.29,46,4.729999999999999
060375732021,2.63,5,1.95,5,0.6799999999999999
060375732022,5.68,19,11.88,34,6.200000000000001
060375732023,8.09,10,7.21,10,0.8799999999999999
060375733001,1.67,8,4.16,19,2.49
060375733002,6.4,19,7.56,30,1.1599999999999993
060375734011,12.83,48,20.32,139,7.49
060375734021,20.65,47,35.75,71,15.100000000000001
060375734022,9.24,9,17.88,24,8.639999999999999
060375734023,1.63,10,6.13,37,4.5
060375734024,2.14,6,1.0,5,1.1400000000000001
060375734025,3.46,8,3.82,14,0.3599999999999999
060375734031,10.66,6,13.78,14,3.119999999999999
060375734032,2.43,18,6.29,36,3.86
060375736011,0.0,0,0.0,0,0.0
060375736012,0.0,0,0.0,0,0.0
060375736013,0.0,0,0.0,0,0.0
060375736014,2.72,5,100.0,94,97.28
060375736015,0.0,0,6.18,5,6.18
060375736016,0.0,0,0.0,0,0.0
060375736017,0.0,0,0.0,0,0.0
060375736018,0.0,0,0.0,0,0.0
060375736019,0.0,0,0.0,0,0.0
060375737001,1.77,2,1.8,2,0.030000000000000027
060375737002,0.0,0,0.0,0,0.0
060375737003,0.0,0,0.0,0,0.0
060375737004,0.22,3,2.22,3,2.0
060375738001,0.87,1,0.87,1,0.0
060375738002,0.0,0,0.0,0,0.0
060375738003,1.79,1,1.79,1,0.0
060375738004,0.0,0,0.0,0,0.0
060375739021,2.83,3,0.77,2,2.06
060375740001,0.0,0,0.0,0,0.0
060375740002,0.0,0,0.0,0,0.0
060375740003,3.3,1,11.48,9,8.18
060375740004,0.0,0,0.0,0,0.0
060375740005,11.21,6,11.21,6,0.0
060375741001,9.79,4,11.26,7,1.4700000000000006
060375741002,0.86,4,0.86,4,0.0
060375741003,1.98,2,5.25,5,3.27
060375741004,0.75,2,0.75,2,0.0
060375741005,0.0,0,0.0,0,0.0
060375742011,2.35,3,2.35,3,0.0
060375742012,1.22,2,1.6,3,0.3800000000000001
060375742013,1.18,4,2.44,7,1.26
060375742021,0.0,0,0.0,0,0.0
060375742022,1.74,6,12.57,15,10.83
060375743001,1.57,1,1.57,1,0.0
060375743002,17.76,10,29.12,16,11.36
060375743003,21.18,10,22.05,12,0.870000000000001
060375743004,1.12,1,1.12,1,0.0
060375743005,1.34,2,1.59,3,0.25
060375743006,0.46,1,0.93,2,0.47000000000000003
060375744001,0.0,0,0.0,0,0.0
060375744002,0.0,0,0.0,0,0.0
060375744003,0.0,0,0.0,0,0.0
060375744004,0.38,2,0.47,3,0.08999999999999997
060375744005,0.59,2,7.13,10,6.54
060375744006,11.65,2,11.65,2,0.0
060375745001,0.0,0,0.0,0,0.0
060375745002,0.64,1,2.76,5,2.1199999999999997
060375745003,0.65,1,0.65,1,0.0
060375745004,0.96,2,4.55,3,3.59
060375746021,0.0,0,1.85,1,1.85
060375748001,0.42,1,1.62,2,1.2000000000000002
060375748002,2.46,5,6.96,7,4.5
060375748003,2.9,3,4.73,7,1.8300000000000005
060375749011,0.0,0,0.0,0,0.0
060375749012,19.77,6,20.78,9,1.0100000000000016
060375749013,0.38,1,0.38,1,0.0
060375749014,2.15,8,4.47,11,2.32
060375749021,9.34,4,9.34,4,0.0
060375749022,29.79,10,31.31,12,1.5199999999999996
060375749023,12.2,8,14.28,10,2.08
060375750011,1.87,5,2.39,10,0.52
060375750012,3.01,4,4.0,4,0.9900000000000002
060375750021,9.8,7,20.66,28,10.86
060375750022,3.86,9,4.06,10,0.19999999999999973
060375750023,5.35,16,13.67,34,8.32
060375751011,8.67,13,7.26,15,1.4100000000000001
060375751012,3.33,9,10.19,22,6.859999999999999
060375751021,1.1,2,2.34,4,1.2399999999999998
060375751022,38.38,37,20.8,49,17.580000000000002
060375751031,4.4,7,6.77,11,2.369999999999999
060375751032,11.85,17,15.54,31,3.6899999999999995
060375751033,5.03,5,9.33,8,4.3
060375752011,6.12,5,10.66,15,4.54
060375752012,5.49,12,7.84,19,2.3499999999999996
060375752013,9.98,11,13.59,23,3.6099999999999994
060375752021,4.15,6,6.51,9,2.3599999999999994
060375752022,4.65,6,6.93,12,2.2799999999999994
060375752023,4.85,10,7.51,14,2.66
060375753001,4.19,2,5.08,10,0.8899999999999997
060375753002,23.15,18,24.68,24,1.5300000000000011
060375753003,11.08,20,16.61,33,5.529999999999999
060375754011,6.07,20,6.29,36,0.21999999999999975
060375754012,2.5,2,2.5,2,0.0
060375754013,1.9,2,4.15,6,2.2500000000000004
060375754021,12.05,18,20.32,33,8.27
060375754022,17.99,20,24.1,31,6.110000000000003
060375758011,1.55,3,0.33,2,1.22
060375758012,3.18,1,4.69,2,1.5100000000000002
060375758021,3.12,7,4.57,12,1.4500000000000002
060375758022,2.44,5,1.82,6,0.6199999999999999
060375758031,4.74,7,15.35,24,10.61
060375758032,10.07,13,18.38,24,8.309999999999999
060375759011,3.3,1,3.61,2,0.31000000000000005
060375759012,1.01,1,0.0,0,1.01
060375759013,0.0,0,0.48,1,0.48
060375759014,0.0,0,0.0,0,0.0
060375759021,40.05,54,100.0,104,59.95
060375759022,1.54,1,67.11,25,65.57
060375759023,0.25,1,0.25,1,0.0
060375760011,3.92,2,7.34,14,3.42
060375760012,12.49,5,22.18,45,9.69
060375760013,8.79,19,87.63,112,78.84
060375762001,2.47,4,4.77,9,2.2999999999999994
060375762002,8.04,16,44.99,47,36.95
060375762003,8.14,10,56.9,44,48.76
060375762004,4.41,3,10.12,16,5.709999999999999
060375762005,42.62,50,72.0,104,29.380000000000003
060375763011,14.8,14,45.94,34,31.139999999999997
060375763012,10.87,15,31.85,36,20.980000000000004
060375763013,0.32,1,10.21,13,9.89
060375763014,11.2,12,39.88,55,28.680000000000003
060375763021,3.43,5,6.21,8,2.78
060375763022,1.5,2,10.92,10,9.42
060375763023,3.55,8,10.61,23,7.06
060375764011,7.6,15,10.71,22,3.110000000000001
060375764012,4.14,9,8.72,19,4.580000000000001
060375764021,9.48,12,10.92,14,1.4399999999999995
060375764022,1.72,3,3.4,9,1.68
060375764031,9.08,19,11.45,26,2.369999999999999
060375764032,3.82,8,4.61,9,0.7900000000000005
060375765011,5.33,11,11.76,32,6.43
060375765012,7.22,9,10.41,16,3.1900000000000004
060375765021,5.69,9,10.28,19,4.589999999999999
060375765022,4.75,5,8.34,10,3.59
060375765023,0.0,0,0.0,0,0.0
060375765031,3.0,5,6.12,13,3.12
060375765032,3.92,7,6.15,12,2.2300000000000004
060375766011,0.0,0,0.0,0,0.0
060375766012,1.68,4,2.91,8,1.2300000000000002
060375766013,3.91,7,8.47,18,4.5600000000000005
060375766021,16.92,1,22.82,3,5.899999999999999
060375766022,0.0,0,1.05,2,1.05
060375766023,7.17,11,8.89,14,1.7200000000000006
060375766024,1.93,5,4.18,12,2.25
060375767001,8.65,5,10.26,14,1.6099999999999994
060375767002,16.54,1,16.54,1,0.0
060375767003,2.52,16,5.42,31,2.9
060375768011,8.23,5,23.14,32,14.91
060375768012,1.2,3,1.2,3,0.0
060375768013,4.74,16,8.36,28,3.619999999999999
060375768021,2.24,9,3.57,16,1.3299999999999996
060375768022,3.69,5,4.64,9,0.9499999999999997
060375769011,6.39,10,12.53,18,6.14
060375769012,6.11,8,6.85,10,0.7399999999999993
060375769013,5.45,10,8.36,15,2.9099999999999993
060375769031,21.72,18,24.76,25,3.0400000000000027
060375769032,6.16,8,8.71,14,2.5500000000000007
060375769041,1.83,6,3.01,10,1.1799999999999997
060375769042,2.93,6,5.5,13,2.57
060375770001,10.09,25,14.54,35,4.449999999999999
060375770002,1.95,4,3.4,9,1.45
060375770003,4.21,4,5.33,8,1.12
060375770004,2.57,10,5.29,22,2.72
060375770005,0.35,3,0.48,5,0.13
060375771001,3.38,10,4.76,16,1.38
060375771002,1.45,7,2.5,12,1.05
060375771003,0.07,1,1.77,8,1.7
060375771004,2.7,9,8.2,30,5.499999999999999
060375771005,9.1,18,13.58,36,4.48
060375772001,0.66,2,2.17,9,1.5099999999999998
060375772002,6.53,11,6.73,12,0.20000000000000018
060375772003,9.02,1,9.02,1,0.0
060375772004,4.24,13,10.86,37,6.619999999999999
060375773001,1.43,2,1.43,2,0.0
060375773002,0.2,1,0.2,1,0.0
060375773003,3.56,7,3.24,9,0.31999999999999984
060375773004,5.94,25,9.37,40,3.429999999999999
060375773005,5.81,17,6.48,21,0.6700000000000008
060375773006,0.0,0,0.0,0,0.0
060375774001,0.0,0,0.0,0,0.0
060375774002,4.18,8,5.98,15,1.8000000000000007
060375774003,4.42,12,7.11,18,2.6900000000000004
060375774004,3.87,13,4.13,15,0.2599999999999998
060375775011,0.37,2,0.56,5,0.19000000000000006
060375775012,0.21,4,0.41,6,0.19999999999999998
060375775013,4.46,19,7.02,34,2.5599999999999996
060375775041,0.0,0,0.0,3,0.0
060375775042,0.2,1,2.08,11,1.8800000000000001
060375776021,5.18,4,5.18,4,0.0
060375776022,0.0,0,5.88,4,5.88
060375776041,7.93,5,9.9,12,1.9700000000000006
060375776051,1.23,5,1.58,8,0.3500000000000001
060375776052,0.97,1,0.97,1,0.0
060375776053,0.0,0,5.65,2,5.65
060375776061,0.15,2,1.35,5,1.2000000000000002
060375776062,0.71,6,1.23,11,0.52
060375777001,0.0,0,0.66,1,0.66
060375777002,0.0,0,0.0,0,0.0
060375777003,0.49,5,1.43,11,0.94
060375778001,12.55,14,12.11,12,0.4400000000000013
060375778002,0.0,0,0.0,0,0.0
060375778003,5.74,2,5.74,2,0.0
060375779001,0.17,1,0.7,3,0.5299999999999999
060375779002,2.04,6,19.64,50,17.6
060375779003,0.0,0,0.0,0,0.0
060375779004,9.66,16,21.65,43,11.989999999999998
060375780001,0.0,0,1.13,3,1.13
060375780002,9.57,23,18.63,42,9.059999999999999
060375780003,1.08,4,1.08,4,0.0
060375780004,1.13,4,1.62,7,0.4900000000000002
060375781001,0.11,1,0.18,2,0.06999999999999999
060375990001,8.73,38,7.23,32,1.5
060375990002,2.4,16,13.7,42,11.299999999999999
060375990003,0.1,1,4.88,4,4.78
060375990004,2.92,2,0.77,8,2.15
060375991001,0.0,0,0.0,0,0.0
060375991002,1.59,3,0.85,1,0.7400000000000001
060376001001,5.25,26,3.95,22,1.2999999999999998
060376001002,0.0,0,1.44,4,1.44
060376001003,11.18,31,4.37,14,6.81
060376002011,3.54,10,2.4,10,1.1400000000000001
060376002012,2.06,11,3.53,15,1.4699999999999998
060376002013,7.38,18,9.42,26,2.04
060376002021,3.38,12,6.89,25,3.51
060376002022,2.57,10,3.31,15,0.7400000000000002
060376002023,2.7,8,4.71,14,2.01
060376003021,0.3,1,1.34,3,1.04
060376003022,5.39,5,7.21,6,1.8200000000000003
060376003023,3.89,6,3.71,5,0.18000000000000016
060376003031,1.32,1,1.32,1,0.0
060376003032,0.0,0,0.55,1,0.55
060376003033,0.0,0,0.0,0,0.0
060376003041,1.76,5,3.09,9,1.3299999999999998
060376003042,5.96,4,1.51,3,4.45
060376003043,0.55,1,6.64,10,6.09
060376004001,4.64,5,1.91,2,2.7299999999999995
060376004002,0.33,1,0.0,0,0.33
060376004003,0.23,1,0.0,0,0.23
060376004004,5.74,27,4.18,21,1.5600000000000005
060376005011,0.0,0,0.0,0,0.0
060376005012,13.4,2,13.46,3,0.0600000000000005
060376006011,6.72,2,10.22,4,3.500000000000001
060376006012,0.0,0,0.0,0,0.0
060376006013,0.0,0,0.0,0,0.0
060376006021,20.88,21,26.49,22,5.609999999999999
060376007021,0.24,1,0.48,2,0.24
060376007022,0.49,1,1.57,6,1.08
060376007023,7.49,16,12.8,22,5.3100000000000005
060376007031,0.0,0,0.0,0,0.0
060376007041,4.82,28,8.18,51,3.3599999999999994
060376007042,0.0,0,0.0,0,0.0
060376008011,1.31,5,2.53,12,1.2199999999999998
060376008012,2.15,9,4.61,24,2.4600000000000004
060376008013,6.46,17,8.26,27,1.7999999999999998
060376008014,0.0,0,0.0,0,0.0
060376008021,0.0,1,0.0,0,0.0
060376008022,0.0,0,1.1,2,1.1
060376008023,3.97,12,8.35,26,4.379999999999999
060376009021,2.9,4,1.66,3,1.24
060376009022,0.26,1,1.41,3,1.15
060376009023,10.68,10,14.12,17,3.4399999999999995
060376009024,9.68,19,14.45,33,4.77
060376009111,0.36,2,2.61,10,2.25
060376009112,3.32,24,4.79,37,1.4700000000000002
060376009121,3.47,17,4.28,24,0.81
060376009122,1.12,10,1.55,15,0.42999999999999994
060376009123,0.0,0,0.0,0,0.0
060376010011,7.74,21,15.64,34,7.9
060376010012,19.51,81,33.0,145,13.489999999999998
060376010021,2.6,4,3.83,7,1.23
060376010022,9.78,13,13.3,21,3.5200000000000014
060376010023,4.87,12,9.66,26,4.79
060376011001,7.01,3,15.96,11,8.950000000000001
060376011002,7.03,12,15.29,19,8.259999999999998
060376011003,10.22,18,15.7,33,5.479999999999999
060376012021,5.36,14,7.88,18,2.5199999999999996
060376012022,11.77,17,12.99,26,1.2200000000000006
060376012023,3.32,8,7.48,19,4.16
060376012111,2.12,6,10.01,21,7.89
060376012112,7.14,19,11.86,35,4.72
060376012121,0.0,0,0.0,0,0.0
060376012122,6.8,3,8.83,8,2.0300000000000002
060376012123,1.96,4,3.45,9,1.4900000000000002
060376012124,8.2,11,17.79,30,9.59
060376013011,1.72,5,2.63,9,0.9099999999999999
060376013012,8.48,38,11.6,57,3.119999999999999
060376013021,4.91,13,8.35,28,3.4399999999999995
060376013022,3.39,7,6.81,14,3.4199999999999995
060376013023,0.0,0,0.0,0,0.0
060376013024,0.25,1,0.65,3,0.4
060376013031,13.9,14,18.48,19,4.58
060376013032,0.0,0,0.65,1,0.65
060376013033,14.8,12,14.05,14,0.75
060376014011,1.33,3,7.71,14,6.38
060376014012,2.65,8,4.31,15,1.6599999999999997
060376014013,16.18,50,26.69,89,10.510000000000002
060376014021,2.6,12,7.9,36,5.300000000000001
060376014022,3.97,6,9.13,16,5.16
060376014023,0.32,2,9.48,10,9.16
060376014024,0.86,2,1.06,3,0.20000000000000007
060376015011,12.28,16,11.69,21,0.5899999999999999
060376015012,11.59,14,11.59,20,0.0
060376015021,5.54,13,6.48,13,0.9400000000000004
060376015022,0.45,2,5.33,5,4.88
060376016001,0.0,0,0.0,0,0.0
060376016002,11.71,26,9.47,20,2.24
060376016003,1.3,3,2.51,5,1.2099999999999997
060376017001,11.41,23,10.41,20,1.0
060376017002,5.78,21,8.56,17,2.7800000000000002
060376017003,11.49,7,16.31,13,4.8199999999999985
060376018011,10.32,16,13.75,26,3.4299999999999997
060376018012,9.34,24,14.68,34,5.34
060376018021,14.19,32,10.66,20,3.5299999999999994
060376018022,6.58,7,5.99,5,0.5899999999999999
060376018023,7.39,19,7.55,21,0.16000000000000014
060376019001,5.22,4,0.76,4,4.46
060376019002,13.92,32,6.7,20,7.22
060376020021,5.52,10,12.25,22,6.73
060376020022,2.42,7,2.13,7,0.29000000000000004
060376020031,4.35,10,7.64,21,3.29
060376020032,1.44,4,4.86,12,3.4200000000000004
060376021031,19.74,45,61.87,110,42.129999999999995
060376021032,2.88,4,3.19,5,0.31000000000000005
060376021033,8.27,42,8.53,38,0.2599999999999998
060376021041,2.23,11,1.44,8,0.79
060376021042,8.89,35,10.84,43,1.9499999999999993
060376021051,42.55,34,40.86,24,1.6899999999999977
060376021052,24.5,38,25.42,41,0.9200000000000017
060376021061,7.69,21,7.01,23,0.6800000000000006
060376021062,3.9,13,18.12,34,14.22
060376021063,0.64,1,0.96,2,0.31999999999999995
060376022011,12.82,14,6.28,10,6.54
060376022012,0.17,1,20.83,6,20.659999999999997
060376022013,3.06,5,1.51,5,1.55
060376022014,4.53,1,4.78,2,0.25
060376022021,4.72,22,3.98,17,0.7399999999999998
060376022022,4.25,7,6.66,10,2.41
060376023011,6.83,23,4.63,13,2.2
060376023012,4.09,17,4.06,16,0.03000000000000025
060376023013,6.27,24,6.69,25,0.4200000000000008
060376023014,0.53,5,1.61,7,1.08
060376023015,59.31,28,48.19,22,11.120000000000005
060376023021,0.0,0,0.0,0,0.0
060376023022,0.51,2,0.51,2,0.0
060376023023,2.86,3,2.86,3,0.0
060376023024,15.62,22,40.0,31,24.380000000000003
060376024021,7.21,20,11.75,33,4.54
060376024022,9.51,25,8.09,21,1.42
060376024023,5.92,15,9.43,26,3.51
060376024024,6.47,19,7.33,23,0.8600000000000003
060376024025,7.74,30,8.46,33,0.7200000000000006
060376024031,12.29,28,14.83,33,2.540000000000001
060376024032,7.35,22,7.91,23,0.5600000000000005
060376024033,5.4,16,5.57,17,0.16999999999999993
060376024041,11.6,17,6.68,13,4.92
060376024042,6.74,9,7.01,9,0.2699999999999996
060376024043,10.93,29,8.79,23,2.1400000000000006
060376025041,1.47,2,0.78,2,0.69
060376025042,14.08,11,5.13,8,8.95
060376025051,2.17,2,9.34,3,7.17
060376025052,12.27,16,11.81,13,0.4599999999999991
060376025061,0.61,1,0.61,1,0.0
060376025062,3.35,2,7.72,6,4.369999999999999
060376025071,5.69,5,6.5,6,0.8099999999999996
060376025072,10.55,12,13.4,12,2.8499999999999996
060376025101,19.35,19,11.29,14,8.060000000000002
060376025102,8.02,16,5.63,12,2.3899999999999997
060376025111,0.33,1,0.89,3,0.56
060376025112,5.08,5,22.57,6,17.490000000000002
060376025121,0.0,0,0.46,1,0.46
060376025122,3.99,10,2.91,7,1.08
060376025131,0.99,9,4.33,13,3.34
060376026011,0.0,0,0.46,1,0.46
060376026012,0.93,2,0.93,2,0.0
060376026013,0.93,2,0.93,2,0.0
060376026014,2.68,7,3.55,9,0.8699999999999997
060376026021,13.98,35,16.5,42,2.5199999999999996
060376026022,0.0,0,0.0,0,0.0
060376027001,12.93,15,14.17,18,1.2400000000000002
060376027002,4.25,8,6.81,16,2.5599999999999996
060376028011,2.57,6,4.09,12,1.52
060376028012,0.63,6,7.28,13,6.65
060376028021,0.17,1,0.0,0,0.17
060376028022,2.14,9,3.13,13,0.9899999999999998
060376028023,0.71,1,0.0,0,0.71
060376028024,9.7,29,5.51,16,4.1899999999999995
060376029001,0.4,1,3.16,11,2.7600000000000002
060376029002,0.87,4,4.5,14,3.63
060376029003,2.63,16,5.65,46,3.0200000000000005
060376030041,11.48,17,24.74,25,13.259999999999998
060376030051,6.72,13,10.62,22,3.8999999999999995
060376030052,0.85,2,0.85,2,0.0
060376030053,5.48,9,7.75,13,2.2699999999999996
060376030061,27.76,37,40.95,58,13.190000000000001
060376030062,10.97,13,19.08,18,8.109999999999998
060376030071,16.14,13,10.72,10,5.42
060376030072,5.74,6,7.62,7,1.88
060376030081,13.31,10,12.18,9,1.1300000000000008
060376030082,1.08,2,1.42,3,0.33999999999999986
060376031011,2.69,6,2.1,5,0.5899999999999999
060376031012,6.41,36,8.87,48,2.459999999999999
060376031013,30.24,18,23.3,21,6.939999999999998
060376031021,13.1,33,22.0,43,8.9
060376031022,0.77,2,2.42,4,1.65
060376031023,23.36,5,23.36,5,0.0
060376032001,3.24,12,8.21,31,4.970000000000001
060376032002,6.54,5,11.92,17,5.38
060376032003,6.91,3,7.44,5,0.5300000000000002
060376033011,8.26,18,13.53,32,5.27
060376033012,0.76,5,1.47,7,0.71
060376033013,11.61,27,16.68,38,5.07
060376033021,0.55,2,1.7,4,1.15
060376033022,14.32,15,15.65,20,1.33
060376033023,3.89,12,10.25,30,6.359999999999999
060376034001,5.71,28,8.43,39,2.7199999999999998
060376034002,17.92,29,20.68,37,2.759999999999998
060376034003,1.11,5,1.11,5,0.0
060376035001,3.98,3,3.13,2,0.8500000000000001
060376035002,15.95,28,20.45,32,4.5
060376035003,5.53,7,34.69,30,29.159999999999997
060376036001,3.37,17,7.98,41,4.61
060376036002,0.0,0,0.0,0,0.0
060376036003,8.98,23,10.29,28,1.3099999999999987
060376037021,12.39,25,13.12,26,0.7299999999999986
060376037022,0.0,0,0.0,0,0.0
060376037023,0.28,2,7.31,2,7.029999999999999
060376037024,3.28,8,3.24,8,0.03999999999999959
060376037031,8.7,9,8.07,8,0.629999999999999
060376037032,3.08,7,3.4,8,0.31999999999999984
060376037051,15.18,33,6.08,14,9.1
060376037061,1.38,1,0.0,0,1.38
060376037062,24.18,23,17.07,19,7.109999999999999
060376038011,10.35,20,12.38,27,2.030000000000001
060376038012,6.78,12,14.09,19,7.31
060376038013,2.46,3,8.96,11,6.500000000000001
060376038021,11.66,19,14.99,28,3.33
060376038022,6.41,8,7.85,11,1.4399999999999995
060376039011,1.13,8,1.78,12,0.6500000000000001
060376039012,11.5,39,15.64,56,4.140000000000001
060376039021,5.42,16,5.82,21,0.40000000000000036
060376039022,17.26,23,21.86,41,4.599999999999998
060376040011,5.76,24,9.46,35,3.700000000000001
060376040012,4.54,11,4.86,13,0.3200000000000003
060376040013,1.09,2,1.09,2,0.0
060376040021,4.02,10,6.74,19,2.7200000000000006
060376040022,10.54,29,12.41,37,1.870000000000001
060376040023,5.28,7,5.04,6,0.2400000000000002
060376040024,0.0,0,0.0,0,0.0
060376041011,0.89,1,0.89,1,0.0
